         22117845 function calls (22082351 primitive calls) in 663.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\input_output_function.py:222(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\process_data.py:171(get_factors)
       22    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       16    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       34    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\inspect.py:2865(parameters)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_odfreader.py:143(_get_row_repeat)
        1    0.000    0.000    0.006    0.006 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:229(_create_graph)
       40    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\handler.py:119(endPrefixMapping)
        2    0.000    0.000    0.401    0.200 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\base\solvers.py:713(_convert_problem)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\solver\shellcmd.py:187(executable)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\element.py:469(setAttribute)
        8    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:2214(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\input_output_function.py:103(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:167(_path_isabs)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\base\formats.py:46(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\sre_parse.py:939(parse)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\odfmanifest.py:83(s_file_entry)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\subprocess.py:1045(__del__)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\solvers\plugins\converter\glpsol.py:25(can_convert)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\objective.py:177(set_value)
        8    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\tempfiles.py:125(context)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:868(form_tree)
        5    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\odfmanifest.py:60(startElementNS)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\text.py:104(Hyperlink)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\sre_compile.py:536(_compile_info)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\objective.py:483(set_value)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\input_output_function.py:485(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\defusedxml\expatreader.py:60(create_parser)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\objective.py:495(set_sense)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:549(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\tempfiles.py:247(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\solvers\plugins\converter\model.py:27(can_convert)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\defusedxml\sax.py:59(make_parser)
       11    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\base\solvers.py:434(set_problem_format)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\subprocess.py:439(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\component.py:631(name)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\base\solvers.py:390(_options_string_to_dict)
        6    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\results\solution.py:185(__len__)
       10    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\fileutils.py:512(available)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\document.py:143(FlatXMLDocument)
        8    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\factory.py:43(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\results\solver.py:178(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\text.py:92(Heading)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\text.py:174(Section)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\table.py:276(Table)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\styles.py:118(Style)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\results\solution.py:166(_repn_)
       11    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\sre_parse.py:254(get)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\threading.py:268(_acquire_restore)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\expr\symbol_map.py:37(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_odfreader.py:103(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:2026(__new__)
        5    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\odfmanifest.py:67(endElementNS)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\objective.py:448(sense)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\gc_manager.py:47(__exit__)
        5    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\propertymixins.py:23(BooleanProperty)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablerowcontroller.py:63(TableRowController)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\meta.py:202(Statistic)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\xmlreader.py:111(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\threading.py:259(__exit__)
       40    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\handler.py:96(startPrefixMapping)
        1    0.000    0.000    0.001    0.001 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\text.py:71(NumberedParagraph)
       12    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\threading.py:529(is_set)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\factory.py:47(__contains__)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:111(__setattr__)
        1    0.000    0.000    0.001    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_odfreader.py:54(sheet_names)
        8    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\xmlreader.py:205(__init__)
       40    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\fileutils.py:468(path)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\expatreader.py:125(setContentHandler)
        6    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\investment_model_pt1.py:630(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\protection.py:7(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:181(add_symbol_map)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:857(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\expatreader.py:57(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\contextlib.py:402(_create_cb_wrapper)
        6    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:955(model)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\results\container.py:198(_repn_)
        1    0.000    0.000    0.721    0.721 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_odfreader.py:30(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\table.py:183(TableColumn)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\threading.py:265(_release_save)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\threading.py:271(_is_owned)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\subprocess.py:1328(<setcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:72(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\investment_model_pt1.py:521(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\text.py:145(List)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1606(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tableutils.py:80(RepetitionAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\enum.py:977(__and__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\text.py:19(Span)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\pagecontainer.py:13(AbstractPageContainer)
        2    0.000    0.000    0.000    0.000 {built-in method _winapi.GetStdHandle}
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\tempfiles.py:181(push)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\results\solver.py:170(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\networkx\classes\multigraph.py:294(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\config.py:1771(value)
        1    0.000    0.000    0.008    0.008 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:165(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablerowcontroller.py:16(TableCellAccessor)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\results\problem.py:27(__str__)
        4    0.000    0.000    0.000    0.000 {built-in method msvcrt.get_osfhandle}
        8    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\sre_parse.py:286(tell)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\objective.py:195(set_sense)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\variables.py:214(UserFieldInstance)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\opendocument.py:950(__detectmimetype)
       16    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\xmlreader.py:272(getCharacterStream)
       13    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\expression.py:207(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\office.py:50(Document)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablenormalizer.py:19(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\nodeorganizer.py:10(PreludeEpilogueOrganizer)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablecolumncontroller.py:67(TableColumnController)
       11    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\sre_parse.py:249(match)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\expatreader.py:119(prepareParser)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:164(NetworkModel)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\element.py:489(<listcomp>)
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
       10    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\sre_compile.py:249(_compile_charset)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\sre_parse.py:224(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\investment_model_pt2.py:157(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\tempfiles.py:170(new_context)
        7    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\expatreader.py:142(setFeature)
       20    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_odfreader.py:49(empty_value)
        4    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:305(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\wrapcache.py:12(_WrapCache)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\document.py:107(_BaseDocument)
